NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-08-08;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-07;Altres;N/A;--;21;172;1;0;38;12;0
CATALUNYA;CATALUNYA;2020-08-07;Dona;Entre 15 i 64;No;433;5904;20;1;81;10;0
CATALUNYA;CATALUNYA;2020-08-07;Dona;Entre 15 i 64;Si;0;29;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-07;Dona;Entre 65 i 74;No;36;649;4;1;35;7;0
CATALUNYA;CATALUNYA;2020-08-07;Dona;Entre 65 i 74;Si;4;32;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-07;Dona;Majors de 74;No;31;761;12;1;60;5;3
CATALUNYA;CATALUNYA;2020-08-07;Dona;Majors de 74;Si;47;386;6;0;21;0;1
CATALUNYA;CATALUNYA;2020-08-07;Dona;Menors de 15;No;67;918;0;1;2;1;0
CATALUNYA;CATALUNYA;2020-08-07;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-07;Home;Entre 15 i 64;No;368;4708;16;8;187;55;0
CATALUNYA;CATALUNYA;2020-08-07;Home;Entre 15 i 64;Si;2;44;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-07;Home;Entre 65 i 74;No;29;621;7;1;48;11;1
CATALUNYA;CATALUNYA;2020-08-07;Home;Entre 65 i 74;Si;1;30;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-07;Home;Majors de 74;No;32;637;11;0;68;6;1
CATALUNYA;CATALUNYA;2020-08-07;Home;Majors de 74;Si;13;131;2;0;14;0;0
CATALUNYA;CATALUNYA;2020-08-07;Home;Menors de 15;No;63;956;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-07;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-06;Altres;N/A;--;31;220;5;1;36;11;0
CATALUNYA;CATALUNYA;2020-08-06;Dona;Entre 15 i 64;No;383;5202;13;2;90;12;0
CATALUNYA;CATALUNYA;2020-08-06;Dona;Entre 15 i 64;Si;2;61;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-06;Dona;Entre 65 i 74;No;31;489;4;0;36;7;0
CATALUNYA;CATALUNYA;2020-08-06;Dona;Entre 65 i 74;Si;0;40;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-06;Dona;Majors de 74;No;24;596;4;0;63;5;3
CATALUNYA;CATALUNYA;2020-08-06;Dona;Majors de 74;Si;30;343;4;0;21;0;2
CATALUNYA;CATALUNYA;2020-08-06;Dona;Menors de 15;No;54;814;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-06;Dona;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-06;Home;Entre 15 i 64;No;360;3999;30;15;200;55;0
CATALUNYA;CATALUNYA;2020-08-06;Home;Entre 15 i 64;Si;0;67;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-06;Home;Entre 65 i 74;No;21;442;8;0;55;10;0
CATALUNYA;CATALUNYA;2020-08-06;Home;Entre 65 i 74;Si;2;35;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-06;Home;Majors de 74;No;20;515;9;0;69;6;4
CATALUNYA;CATALUNYA;2020-08-06;Home;Majors de 74;Si;8;139;1;0;12;0;1
CATALUNYA;CATALUNYA;2020-08-06;Home;Menors de 15;No;59;855;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-06;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-05;Altres;N/A;--;14;232;3;1;38;11;0
CATALUNYA;CATALUNYA;2020-08-05;Dona;Entre 15 i 64;No;414;5137;20;2;90;11;0
CATALUNYA;CATALUNYA;2020-08-05;Dona;Entre 15 i 64;Si;0;44;1;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-05;Dona;Entre 65 i 74;No;26;450;3;0;33;8;1
CATALUNYA;CATALUNYA;2020-08-05;Dona;Entre 65 i 74;Si;0;35;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-05;Dona;Majors de 74;No;27;636;5;0;67;7;1
CATALUNYA;CATALUNYA;2020-08-05;Dona;Majors de 74;Si;12;451;2;0;27;0;3
CATALUNYA;CATALUNYA;2020-08-05;Dona;Menors de 15;No;60;801;1;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-05;Dona;Menors de 15;Si;1;3;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Entre 15 i 64;No;378;3715;23;6;193;53;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Entre 15 i 64;Si;1;56;1;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Entre 65 i 74;No;18;496;3;1;58;12;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Entre 65 i 74;Si;0;23;1;1;1;0;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Majors de 74;No;22;519;13;0;63;10;1
CATALUNYA;CATALUNYA;2020-08-05;Home;Majors de 74;Si;1;106;1;0;11;0;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Menors de 15;No;58;873;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-05;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-04;Altres;N/A;--;24;245;8;3;34;9;0
CATALUNYA;CATALUNYA;2020-08-04;Dona;Entre 15 i 64;No;394;5838;14;1;96;12;0
CATALUNYA;CATALUNYA;2020-08-04;Dona;Entre 15 i 64;Si;1;59;0;0;0;0;1
CATALUNYA;CATALUNYA;2020-08-04;Dona;Entre 65 i 74;No;26;526;6;1;42;11;1
CATALUNYA;CATALUNYA;2020-08-04;Dona;Entre 65 i 74;Si;1;24;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-04;Dona;Majors de 74;No;36;728;6;0;75;7;1
CATALUNYA;CATALUNYA;2020-08-04;Dona;Majors de 74;Si;24;399;3;0;29;0;3
CATALUNYA;CATALUNYA;2020-08-04;Dona;Menors de 15;No;64;843;1;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-04;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-04;Home;Entre 15 i 64;No;362;4411;23;6;197;51;1
CATALUNYA;CATALUNYA;2020-08-04;Home;Entre 15 i 64;Si;3;97;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-08-04;Home;Entre 65 i 74;No;22;568;7;2;63;11;1
CATALUNYA;CATALUNYA;2020-08-04;Home;Entre 65 i 74;Si;0;26;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-04;Home;Majors de 74;No;21;665;8;1;69;10;2
CATALUNYA;CATALUNYA;2020-08-04;Home;Majors de 74;Si;5;135;0;0;18;0;2
CATALUNYA;CATALUNYA;2020-08-04;Home;Menors de 15;No;77;863;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-08-04;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-03;Altres;N/A;--;31;220;4;20;32;9;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Entre 15 i 64;No;418;4011;10;1;106;15;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Entre 15 i 64;Si;5;43;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Entre 65 i 74;No;22;412;6;2;37;7;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Entre 65 i 74;Si;0;30;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Majors de 74;No;38;542;6;0;71;5;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Majors de 74;Si;6;335;3;0;31;0;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Menors de 15;No;71;595;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-03;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-03;Home;Entre 15 i 64;No;430;3220;26;5;192;51;0
CATALUNYA;CATALUNYA;2020-08-03;Home;Entre 15 i 64;Si;3;63;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-03;Home;Entre 65 i 74;No;33;404;7;0;64;9;0
CATALUNYA;CATALUNYA;2020-08-03;Home;Entre 65 i 74;Si;0;22;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-03;Home;Majors de 74;No;16;487;10;0;74;9;3
CATALUNYA;CATALUNYA;2020-08-03;Home;Majors de 74;Si;3;131;4;0;22;0;4
CATALUNYA;CATALUNYA;2020-08-03;Home;Menors de 15;No;53;563;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-03;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-02;Altres;N/A;--;5;18;15;1;29;9;0
CATALUNYA;CATALUNYA;2020-08-02;Dona;Entre 15 i 64;No;123;1294;11;5;107;17;0
CATALUNYA;CATALUNYA;2020-08-02;Dona;Entre 15 i 64;Si;0;6;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-02;Dona;Entre 65 i 74;No;7;123;6;0;34;7;0
CATALUNYA;CATALUNYA;2020-08-02;Dona;Entre 65 i 74;Si;0;7;0;0;2;1;1
CATALUNYA;CATALUNYA;2020-08-02;Dona;Majors de 74;No;10;229;4;0;67;5;0
CATALUNYA;CATALUNYA;2020-08-02;Dona;Majors de 74;Si;4;119;3;0;34;0;3
CATALUNYA;CATALUNYA;2020-08-02;Dona;Menors de 15;No;14;278;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-02;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-02;Home;Entre 15 i 64;No;128;1113;16;1;186;47;0
CATALUNYA;CATALUNYA;2020-08-02;Home;Entre 15 i 64;Si;0;11;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-08-02;Home;Entre 65 i 74;No;13;162;6;0;62;9;1
CATALUNYA;CATALUNYA;2020-08-02;Home;Entre 65 i 74;Si;0;6;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-08-02;Home;Majors de 74;No;11;236;5;2;72;9;1
CATALUNYA;CATALUNYA;2020-08-02;Home;Majors de 74;Si;1;76;2;0;19;0;1
CATALUNYA;CATALUNYA;2020-08-02;Home;Menors de 15;No;17;288;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-02;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-01;Altres;N/A;--;4;38;13;2;27;8;0
CATALUNYA;CATALUNYA;2020-08-01;Dona;Entre 15 i 64;No;177;2421;16;2;95;16;0
CATALUNYA;CATALUNYA;2020-08-01;Dona;Entre 15 i 64;Si;1;16;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-01;Dona;Entre 65 i 74;No;10;254;12;1;32;6;0
CATALUNYA;CATALUNYA;2020-08-01;Dona;Entre 65 i 74;Si;0;22;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-08-01;Dona;Majors de 74;No;17;464;3;1;66;5;2
CATALUNYA;CATALUNYA;2020-08-01;Dona;Majors de 74;Si;4;290;4;0;38;0;4
CATALUNYA;CATALUNYA;2020-08-01;Dona;Menors de 15;No;27;419;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-08-01;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-08-01;Home;Entre 15 i 64;No;173;1959;20;3;173;44;0
CATALUNYA;CATALUNYA;2020-08-01;Home;Entre 15 i 64;Si;0;21;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-01;Home;Entre 65 i 74;No;12;288;4;0;61;10;2
CATALUNYA;CATALUNYA;2020-08-01;Home;Entre 65 i 74;Si;0;23;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-08-01;Home;Majors de 74;No;13;345;8;3;68;7;2
CATALUNYA;CATALUNYA;2020-08-01;Home;Majors de 74;Si;2;110;3;0;18;0;0
CATALUNYA;CATALUNYA;2020-08-01;Home;Menors de 15;No;22;455;0;0;4;1;0
CATALUNYA;CATALUNYA;2020-08-01;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-31;Altres;N/A;--;19;181;17;2;25;6;0
CATALUNYA;CATALUNYA;2020-07-31;Dona;Entre 15 i 64;No;456;5739;25;6;101;19;2
CATALUNYA;CATALUNYA;2020-07-31;Dona;Entre 15 i 64;Si;2;29;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-31;Dona;Entre 65 i 74;No;32;550;5;1;29;7;0
CATALUNYA;CATALUNYA;2020-07-31;Dona;Entre 65 i 74;Si;1;33;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-31;Dona;Majors de 74;No;25;743;3;1;63;5;3
CATALUNYA;CATALUNYA;2020-07-31;Dona;Majors de 74;Si;10;470;4;0;33;0;2
CATALUNYA;CATALUNYA;2020-07-31;Dona;Menors de 15;No;74;1009;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-31;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-31;Home;Entre 15 i 64;No;417;4472;26;9;156;43;0
CATALUNYA;CATALUNYA;2020-07-31;Home;Entre 15 i 64;Si;0;33;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-31;Home;Entre 65 i 74;No;15;514;7;0;54;10;0
CATALUNYA;CATALUNYA;2020-07-31;Home;Entre 65 i 74;Si;0;17;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-31;Home;Majors de 74;No;23;568;10;0;63;6;2
CATALUNYA;CATALUNYA;2020-07-31;Home;Majors de 74;Si;3;144;5;0;16;0;1
CATALUNYA;CATALUNYA;2020-07-31;Home;Menors de 15;No;79;1127;1;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-31;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-30;Altres;N/A;--;16;218;12;0;28;4;0
CATALUNYA;CATALUNYA;2020-07-30;Dona;Entre 15 i 64;No;421;4832;10;3;94;15;0
CATALUNYA;CATALUNYA;2020-07-30;Dona;Entre 15 i 64;Si;0;22;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-30;Dona;Entre 65 i 74;No;20;421;3;1;27;7;0
CATALUNYA;CATALUNYA;2020-07-30;Dona;Entre 65 i 74;Si;0;23;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-30;Dona;Majors de 74;No;30;636;12;0;73;5;5
CATALUNYA;CATALUNYA;2020-07-30;Dona;Majors de 74;Si;26;355;4;0;33;0;3
CATALUNYA;CATALUNYA;2020-07-30;Dona;Menors de 15;No;63;753;0;1;5;1;0
CATALUNYA;CATALUNYA;2020-07-30;Dona;Menors de 15;Si;0;3;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-30;Home;Entre 15 i 64;No;405;3952;18;5;159;41;2
CATALUNYA;CATALUNYA;2020-07-30;Home;Entre 15 i 64;Si;2;50;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-30;Home;Entre 65 i 74;No;24;401;7;0;51;11;2
CATALUNYA;CATALUNYA;2020-07-30;Home;Entre 65 i 74;Si;0;19;0;0;2;0;1
CATALUNYA;CATALUNYA;2020-07-30;Home;Majors de 74;No;23;523;9;1;64;7;2
CATALUNYA;CATALUNYA;2020-07-30;Home;Majors de 74;Si;7;125;4;0;13;0;0
CATALUNYA;CATALUNYA;2020-07-30;Home;Menors de 15;No;66;864;1;0;2;2;0
CATALUNYA;CATALUNYA;2020-07-30;Home;Menors de 15;Si;0;2;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-29;Altres;N/A;--;32;237;6;1;32;4;0
CATALUNYA;CATALUNYA;2020-07-29;Dona;Entre 15 i 64;No;390;5797;25;3;94;13;0
CATALUNYA;CATALUNYA;2020-07-29;Dona;Entre 15 i 64;Si;3;58;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-29;Dona;Entre 65 i 74;No;34;594;3;0;29;8;0
CATALUNYA;CATALUNYA;2020-07-29;Dona;Entre 65 i 74;Si;2;31;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-29;Dona;Majors de 74;No;33;765;1;2;65;7;2
CATALUNYA;CATALUNYA;2020-07-29;Dona;Majors de 74;Si;31;371;10;0;32;0;2
CATALUNYA;CATALUNYA;2020-07-29;Dona;Menors de 15;No;78;942;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-07-29;Dona;Menors de 15;Si;0;5;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Entre 15 i 64;No;417;4503;25;2;159;42;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Entre 15 i 64;Si;13;61;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Entre 65 i 74;No;19;549;5;1;50;11;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Entre 65 i 74;Si;1;25;2;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Majors de 74;No;18;639;13;0;63;7;4
CATALUNYA;CATALUNYA;2020-07-29;Home;Majors de 74;Si;7;137;0;0;19;0;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Menors de 15;No;76;1096;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-29;Home;Menors de 15;Si;0;2;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-28;Altres;N/A;--;22;177;7;0;33;3;0
CATALUNYA;CATALUNYA;2020-07-28;Dona;Entre 15 i 64;No;436;5308;24;6;98;15;0
CATALUNYA;CATALUNYA;2020-07-28;Dona;Entre 15 i 64;Si;0;41;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-28;Dona;Entre 65 i 74;No;19;531;7;0;27;8;0
CATALUNYA;CATALUNYA;2020-07-28;Dona;Entre 65 i 74;Si;2;32;0;0;2;1;1
CATALUNYA;CATALUNYA;2020-07-28;Dona;Majors de 74;No;28;760;11;1;61;6;0
CATALUNYA;CATALUNYA;2020-07-28;Dona;Majors de 74;Si;39;389;5;0;24;0;3
CATALUNYA;CATALUNYA;2020-07-28;Dona;Menors de 15;No;78;844;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-28;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-28;Home;Entre 15 i 64;No;425;4118;21;6;162;45;0
CATALUNYA;CATALUNYA;2020-07-28;Home;Entre 15 i 64;Si;0;59;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-28;Home;Entre 65 i 74;No;33;542;6;1;52;12;0
CATALUNYA;CATALUNYA;2020-07-28;Home;Entre 65 i 74;Si;3;34;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-28;Home;Majors de 74;No;9;556;8;1;66;8;5
CATALUNYA;CATALUNYA;2020-07-28;Home;Majors de 74;Si;12;143;1;0;19;0;1
CATALUNYA;CATALUNYA;2020-07-28;Home;Menors de 15;No;82;932;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-28;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-27;Altres;N/A;--;16;198;15;0;32;4;0
CATALUNYA;CATALUNYA;2020-07-27;Dona;Entre 15 i 64;No;488;3773;19;2;97;10;0
CATALUNYA;CATALUNYA;2020-07-27;Dona;Entre 15 i 64;Si;2;18;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-27;Dona;Entre 65 i 74;No;31;463;0;3;29;9;0
CATALUNYA;CATALUNYA;2020-07-27;Dona;Entre 65 i 74;Si;0;18;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-27;Dona;Majors de 74;No;28;645;7;0;58;5;4
CATALUNYA;CATALUNYA;2020-07-27;Dona;Majors de 74;Si;5;270;4;0;25;0;3
CATALUNYA;CATALUNYA;2020-07-27;Dona;Menors de 15;No;74;527;2;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-27;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-27;Home;Entre 15 i 64;No;491;3043;25;8;155;45;1
CATALUNYA;CATALUNYA;2020-07-27;Home;Entre 15 i 64;Si;4;32;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-27;Home;Entre 65 i 74;No;20;480;5;1;53;12;0
CATALUNYA;CATALUNYA;2020-07-27;Home;Entre 65 i 74;Si;0;20;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-27;Home;Majors de 74;No;18;562;13;2;52;9;3
CATALUNYA;CATALUNYA;2020-07-27;Home;Majors de 74;Si;3;98;4;0;15;0;1
CATALUNYA;CATALUNYA;2020-07-27;Home;Menors de 15;No;58;604;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-27;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-26;Altres;N/A;--;3;21;14;0;32;5;0
CATALUNYA;CATALUNYA;2020-07-26;Dona;Entre 15 i 64;No;122;1636;16;1;92;10;0
CATALUNYA;CATALUNYA;2020-07-26;Dona;Entre 15 i 64;Si;0;6;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-26;Dona;Entre 65 i 74;No;10;169;11;8;30;6;0
CATALUNYA;CATALUNYA;2020-07-26;Dona;Entre 65 i 74;Si;0;10;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-26;Dona;Majors de 74;No;7;269;15;0;65;6;1
CATALUNYA;CATALUNYA;2020-07-26;Dona;Majors de 74;Si;3;134;0;0;25;0;5
CATALUNYA;CATALUNYA;2020-07-26;Dona;Menors de 15;No;13;324;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-26;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-26;Home;Entre 15 i 64;No;153;1391;31;4;160;39;1
CATALUNYA;CATALUNYA;2020-07-26;Home;Entre 15 i 64;Si;0;13;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-26;Home;Entre 65 i 74;No;14;191;5;0;53;12;0
CATALUNYA;CATALUNYA;2020-07-26;Home;Entre 65 i 74;Si;0;12;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-26;Home;Majors de 74;No;6;236;16;4;52;8;2
CATALUNYA;CATALUNYA;2020-07-26;Home;Majors de 74;Si;2;57;1;0;17;0;1
CATALUNYA;CATALUNYA;2020-07-26;Home;Menors de 15;No;20;359;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-26;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-25;Altres;N/A;--;7;56;5;1;32;5;0
CATALUNYA;CATALUNYA;2020-07-25;Dona;Entre 15 i 64;No;192;2464;13;5;87;12;0
CATALUNYA;CATALUNYA;2020-07-25;Dona;Entre 15 i 64;Si;2;55;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-25;Dona;Entre 65 i 74;No;21;257;7;1;29;6;0
CATALUNYA;CATALUNYA;2020-07-25;Dona;Entre 65 i 74;Si;0;28;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-25;Dona;Majors de 74;No;15;373;5;0;58;5;2
CATALUNYA;CATALUNYA;2020-07-25;Dona;Majors de 74;Si;6;183;5;0;23;0;4
CATALUNYA;CATALUNYA;2020-07-25;Dona;Menors de 15;No;28;449;2;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-25;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-25;Home;Entre 15 i 64;No;162;1881;19;4;155;41;1
CATALUNYA;CATALUNYA;2020-07-25;Home;Entre 15 i 64;Si;3;80;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-25;Home;Entre 65 i 74;No;9;259;7;2;52;11;1
CATALUNYA;CATALUNYA;2020-07-25;Home;Entre 65 i 74;Si;0;17;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-25;Home;Majors de 74;No;7;305;6;0;48;7;4
CATALUNYA;CATALUNYA;2020-07-25;Home;Majors de 74;Si;1;58;7;0;14;0;0
CATALUNYA;CATALUNYA;2020-07-25;Home;Menors de 15;No;23;500;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-25;Home;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-24;Altres;N/A;--;27;156;15;0;29;5;0
CATALUNYA;CATALUNYA;2020-07-24;Dona;Entre 15 i 64;No;413;5737;43;8;80;7;0
CATALUNYA;CATALUNYA;2020-07-24;Dona;Entre 15 i 64;Si;2;47;3;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-24;Dona;Entre 65 i 74;No;28;587;6;0;22;5;0
CATALUNYA;CATALUNYA;2020-07-24;Dona;Entre 65 i 74;Si;1;20;4;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-24;Dona;Majors de 74;No;33;741;8;1;52;5;1
CATALUNYA;CATALUNYA;2020-07-24;Dona;Majors de 74;Si;10;361;8;0;22;0;1
CATALUNYA;CATALUNYA;2020-07-24;Dona;Menors de 15;No;54;901;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-24;Dona;Menors de 15;Si;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-24;Home;Entre 15 i 64;No;411;4447;31;11;138;40;2
CATALUNYA;CATALUNYA;2020-07-24;Home;Entre 15 i 64;Si;6;88;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-24;Home;Entre 65 i 74;No;19;594;18;1;52;13;0
CATALUNYA;CATALUNYA;2020-07-24;Home;Entre 65 i 74;Si;1;24;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-24;Home;Majors de 74;No;16;627;11;0;51;7;1
CATALUNYA;CATALUNYA;2020-07-24;Home;Majors de 74;Si;4;120;4;0;12;0;1
CATALUNYA;CATALUNYA;2020-07-24;Home;Menors de 15;No;73;1114;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-24;Home;Menors de 15;Si;0;1;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-23;Altres;N/A;--;37;200;14;0;28;5;0
CATALUNYA;CATALUNYA;2020-07-23;Dona;Entre 15 i 64;No;450;5125;27;3;76;9;0
CATALUNYA;CATALUNYA;2020-07-23;Dona;Entre 15 i 64;Si;1;32;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-23;Dona;Entre 65 i 74;No;20;544;1;1;23;5;0
CATALUNYA;CATALUNYA;2020-07-23;Dona;Entre 65 i 74;Si;0;22;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-23;Dona;Majors de 74;No;28;643;13;3;49;4;1
CATALUNYA;CATALUNYA;2020-07-23;Dona;Majors de 74;Si;7;355;7;0;20;0;1
CATALUNYA;CATALUNYA;2020-07-23;Dona;Menors de 15;No;66;727;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-23;Dona;Menors de 15;Si;0;4;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-23;Home;Entre 15 i 64;No;433;4083;28;5;137;35;1
CATALUNYA;CATALUNYA;2020-07-23;Home;Entre 15 i 64;Si;4;70;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-23;Home;Entre 65 i 74;No;28;532;10;3;54;11;1
CATALUNYA;CATALUNYA;2020-07-23;Home;Entre 65 i 74;Si;0;32;2;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-23;Home;Majors de 74;No;25;552;16;0;52;7;0
